name,email,ssn,phone,address,transaction_amount,product,date,product_category,payment_method,store_location,customer_feedback,delivery_time_days,product_rating,quantity,brand
Tara Harvey,higginslisa@example.net,685-88-8630,5158584287,"49686 Spencer Keys Suite 413, North Allisonfurt, CO 45250",9885.6,sing,1975-10-19,Furniture,UPI,"South Jamesborough, Ohio",Will buy again,7,3.7,1,Adidas
Susan Allen,kimberlybanks@example.net,731-80-2093,+1-621-461-5385x9390,"40073 Taylor Tunnel, New Christopherfort, PR 80514",5558.84,create,1970-08-23,Furniture,UPI,"Jamesville, New Hampshire",Poor quality,1,1.2,3,Samsung
James Freeman,bakertanya@example.org,003-97-5045,(822)684-8019,"92751 Richard Flats Apt. 143, Meaganmouth, AZ 20601",7415.64,accept,1976-12-23,Grocery,Cash,"New Colinport, Tennessee",Okay,2,3.3,1,Sony
Susan Walker,tatethomas@example.net,770-14-3155,308-207-9096x753,"781 Chambers Gateway, Port Carla, MO 61021",2228.76,energy,1977-11-20,Electronics,PayPal,"East Maryfurt, Kentucky",Great service!,10,3.2,5,Nike
Brandon Ochoa,morrisonkaren@example.com,453-68-2065,(631)641-8371x6607,"459 Melissa Keys, Lake Matthew, MI 71550",111.61,happen,1988-10-21,Toys,Debit Card,"West Dannyview, Colorado",Fast shipping,2,3.7,5,Adidas
Amanda Wang,tina21@example.net,324-51-5701,+1-329-847-6522,"304 Ortiz Ways, Bennettshire, KS 42326",3362.37,material,1982-08-21,Clothing,Cash,"Danaville, Colorado",Great service!,6,1.1,2,Sony
Ms. Julie Mcdonald MD,adamsjohn@example.com,673-07-9383,442-531-3773,"868 Heather Hill Apt. 900, Farmershire, PR 68320",1834.61,more,1982-11-27,Furniture,PayPal,"Sloanfurt, Louisiana",Will buy again,2,4.8,2,LG
Vincent Williams MD,knappdeanna@example.net,732-39-3776,398.818.5815x556,"1810 Cox Glen Apt. 367, Thorntonburgh, NC 85778",5826.32,audience,2004-08-27,Books,Credit Card,"Port Destinyport, Delaware",Okay,10,2.7,2,Ikea
Scott Choi,ernest29@example.org,499-03-1465,723.561.6387x6927,"USNS Sexton, FPO AE 97261",907.62,protect,1983-08-19,Furniture,UPI,"Mooneyburgh, Colorado",Great service!,4,2.4,2,Adidas
Brittney Lee,ricardoprince@example.com,074-48-8540,814.509.7404,"19032 Sanders Island Suite 097, Lake Adriana, MI 50772",4728.77,American,2014-11-25,Clothing,Net Banking,"Port Garyberg, Missouri",Okay,9,1.1,5,Ikea
George Morales,stevehoward@example.net,032-33-4295,255.246.0159x2376,"3851 Butler Club, New Ebony, AL 64323",2174.32,population,1986-07-16,Furniture,Net Banking,"West Johntown, New Hampshire",Great service!,7,1.4,2,LG
Richard Padilla,gloria71@example.com,247-89-2997,435-270-4976x766,"3261 Desiree Shoal, South Jeremy, TX 01730",5696.77,Congress,1974-07-03,Clothing,Cash,"Lindaberg, Tennessee",Okay,1,2.8,4,Sony
Devon Stone II,wilsonjordan@example.com,120-10-5972,(820)971-6356x2195,"58890 Walter Mall, South Don, NC 47967",5722.9,future,1981-11-15,Furniture,Debit Card,"Kiddfort, Iowa",Fast shipping,4,1.9,2,Adidas
Jeffery Kelley,billyburns@example.org,566-19-4144,645.401.4942x2534,"441 Marshall Court Suite 066, Gibbshaven, WA 06109",8871.0,discuss,1970-02-02,Toys,Cash,"West Trevor, Idaho",Fast shipping,1,4.0,3,Nike
William Tran,qtorres@example.com,231-73-6423,443-732-7189,"Unit 6042 Box 2202, DPO AP 76018",6553.61,risk,2012-09-01,Electronics,Net Banking,"Wolfeburgh, Tennessee",Not satisfied,1,1.2,2,Adidas
Amanda Whitaker,lucastim@example.com,381-33-5379,(716)846-4850x56974,"150 Jackson Stream Suite 135, West Edwardborough, MT 23874",7472.53,democratic,1974-08-28,Toys,Debit Card,"Davidborough, South Dakota",Fast shipping,1,5.0,5,Sony
Sara Buchanan,ymack@example.com,131-18-9265,(757)533-8538x3716,"63440 Campbell Loop, South Robertchester, RI 92230",2033.97,research,1997-12-03,Grocery,Debit Card,"Virginiaberg, Wisconsin",Not satisfied,1,3.8,4,Ikea
Matthew Bowers,qcole@example.org,407-84-7507,(574)754-4671x310,"778 Mendoza Port Suite 104, Meyerston, AZ 29232",7744.24,fire,2019-09-30,Grocery,PayPal,"Manningmouth, Washington",Will buy again,2,2.8,2,Sony
John Griffin,jennifer74@example.net,203-73-6016,444-649-4144x66146,"4577 Steven Flats Apt. 484, South Douglasbury, GU 48411",4557.44,arm,2016-10-07,Toys,Net Banking,"Robertfurt, Montana",Great service!,5,3.1,3,Ikea
Katherine Colon,ryanthomas@example.com,888-23-5460,364.543.3546x74512,"727 Manuel Isle, Kevinview, MD 33091",2627.6,give,1999-08-01,Books,Cash,"Port Dustin, West Virginia",Okay,2,2.2,5,Adidas
Connie Middleton,randall61@example.org,165-10-8515,237-747-3936x0733,"72754 Brittany Harbor Suite 798, South Jenna, WA 88249",9653.96,improve,2012-02-11,Grocery,Debit Card,"North Natalieburgh, Kansas",Poor quality,3,1.3,5,Adidas
David Smith,brianwilliams@example.com,255-84-2885,4748858856,"280 Patterson Row Suite 547, West James, ND 91268",4278.59,all,2022-02-07,Clothing,Debit Card,"West Donnahaven, Georgia",Will buy again,6,1.2,2,Apple
Holly Rowe,jason48@example.net,274-10-1210,367-264-7896,"00749 Colon Estate Apt. 133, New Tammyhaven, NM 46485",4523.79,probably,2021-01-16,Electronics,Cash,"South Pamchester, Alaska",Fast shipping,5,1.0,4,Adidas
Joel Martin,kirstennicholson@example.org,468-30-2374,001-363-333-9800x7970,"701 Lopez Lights, Robertsonhaven, TX 51042",4808.15,get,1996-08-07,Home,Net Banking,"Michaelton, Nebraska",Great service!,2,2.4,5,LG
Carol Marquez,bradfordshannon@example.org,588-29-6544,+1-627-214-3253x493,"598 Cole Ridge Suite 168, Deborahmouth, WA 94605",9558.74,whether,2011-08-14,Grocery,Cash,"Orozcomouth, New Jersey",Okay,5,2.3,3,LG
Julie Hudson,adamking@example.net,422-91-7757,(529)745-0919x9856,"Unit 1340 Box 8150, DPO AE 52539",7905.21,mother,1998-06-28,Furniture,Debit Card,"East Mikaylaton, West Virginia",Will buy again,8,5.0,1,Sony
Anna Burns,wkemp@example.org,700-50-6558,+1-942-623-1759x035,"14047 Thompson Vista, Port Melanieview, OK 24205",7160.75,half,2014-08-20,Clothing,UPI,"East Miranda, Oregon",Poor quality,4,5.0,1,Sony
Mark Scott,evansnathan@example.com,102-38-8226,377-534-6373x3498,"99494 Mccarthy Stravenue Apt. 586, Port Dale, VA 43586",7064.57,myself,2015-01-22,Grocery,Cash,"North Kristen, South Carolina",Poor quality,7,1.6,2,Ikea
Brandon Davis,deanmichael@example.com,814-15-8789,765.544.7865,"1887 Sarah River, New Virginia, NC 83011",4272.61,themselves,2012-01-20,Home,PayPal,"Stacyshire, Florida",Okay,5,4.8,4,LG
Erik Rodgers,ray20@example.org,278-10-5013,001-639-225-0628x039,"70654 Tucker Mission, Griffithshire, ME 75459",2039.86,fly,1972-01-15,Grocery,PayPal,"North Carol, North Dakota",Great service!,3,4.5,5,Sony
Kenneth Williams,christinawaters@example.com,561-89-3939,(742)216-4140x34346,"674 Christina Valley, Kramerside, WI 37226",9006.78,yes,1988-11-20,Books,Cash,"New Arielfurt, Oklahoma",Fast shipping,2,3.3,2,Sony
Russell Shaw,rfisher@example.com,367-02-2754,+1-513-824-4263x781,"794 Edward Keys, Rickyhaven, KY 03501",529.64,good,1975-02-13,Books,Net Banking,"Josephfurt, Idaho",Okay,4,4.7,5,LG
Jessica Castillo,james97@example.com,345-10-2405,(722)953-1741,"20579 Charles Streets Suite 661, West Alexander, ME 78373",3670.2,perform,1976-11-27,Electronics,Credit Card,"Danielville, Kansas",Fast shipping,8,4.8,5,Ikea
Todd Franklin,fthompson@example.org,809-97-1474,890-519-6472x7713,"908 Heather Junction Apt. 011, West Stacy, CT 24570",8257.9,action,2006-09-17,Home,Credit Card,"Ramosmouth, New Hampshire",Poor quality,9,2.0,4,Ikea
Brian Vance,othomas@example.org,066-41-4373,859-773-5861x7240,"73256 Scott Crossroad Suite 948, Jamesfurt, CO 41692",1127.63,that,1997-11-24,Grocery,UPI,"Gilbertport, Oregon",Great service!,1,5.0,5,Adidas
Kyle Davenport,kennethharrington@example.net,686-56-7134,9734289659,"8916 Larry Ports, Danielhaven, AR 65370",5560.11,yeah,2011-01-12,Clothing,Net Banking,"Rodriguezfort, North Dakota",Will buy again,6,2.8,4,LG
Melissa Rivera,mwashington@example.com,294-01-2424,(902)641-2657,"2576 Riley Fort Suite 542, South Jennifer, AZ 80408",1214.3,fish,1985-09-18,Electronics,Cash,"Ortizfort, Oregon",Okay,3,4.5,3,Adidas
Jennifer Rice,daniel70@example.com,532-99-2613,442-711-8709,"55519 Malone Centers Suite 282, North Ashleyborough, TN 83642",5592.8,any,1980-07-09,Furniture,Net Banking,"East Alisonberg, North Dakota",Fast shipping,8,2.6,1,Adidas
Nicholas Novak,jessica39@example.org,724-39-4128,(264)598-0720x858,"127 James Highway, Lake Cynthia, CA 12905",5341.54,now,1980-08-02,Toys,UPI,"South Stephaniehaven, Texas",Great service!,6,3.0,1,Samsung
Thomas Navarro,cartertonya@example.net,569-18-0384,001-810-817-6223x2195,"083 Kelly Orchard Suite 575, East Erika, TN 16235",61.98,join,1998-08-24,Grocery,PayPal,"East Ashley, New Jersey",Not satisfied,4,2.2,1,Ikea
James Price,philipdiaz@example.com,424-65-8635,001-819-789-2264x69576,"0114 Rogers Trail Apt. 643, Lake Stacy, MA 25275",7601.78,significant,1999-12-30,Home,PayPal,"West Joshuahaven, Missouri",Not satisfied,3,4.4,2,Sony
Amy Figueroa,nicholsamy@example.net,708-40-7595,(794)966-5334x74360,"878 Lewis Orchard, Reneefort, SC 52684",8014.1,response,1986-01-18,Toys,UPI,"Timothyview, Louisiana",Okay,8,2.5,3,Apple
Michael Mccarthy,scott19@example.org,004-76-9182,459-653-2169x801,"89227 Wilson Lodge Apt. 528, Jensenstad, SD 00553",3686.61,blood,2007-08-25,Books,Credit Card,"East Heather, Arkansas",Okay,10,2.0,5,Sony
Megan Acosta,myerskevin@example.net,176-17-8882,(963)850-6609,"Unit 1515 Box 0360, DPO AA 23580",9604.22,within,2000-08-28,Toys,Credit Card,"Port Kimberlymouth, Maryland",Will buy again,8,2.7,2,Adidas
Linda Roberts,cscott@example.net,345-18-1914,3503017815,"79579 Melissa Canyon Suite 031, New Travisport, CO 53377",8970.86,peace,1994-07-25,Home,PayPal,"New Davidbury, North Carolina",Not satisfied,1,4.8,1,Ikea
Brett Johnson,arielhoffman@example.com,716-10-7162,001-238-555-9218,"14633 Robert Course Apt. 295, New Donnastad, IA 53180",4955.31,little,2023-09-26,Electronics,UPI,"Wintersshire, New Hampshire",Will buy again,3,1.1,4,LG
Jacob Sandoval,jonesjeffrey@example.net,073-18-8648,(636)750-9332x265,"334 Harris Fall Suite 662, Michaelberg, WV 44760",7277.2,strategy,2002-03-24,Grocery,PayPal,"New Marcusland, Nebraska",Will buy again,8,2.6,3,Ikea
Cindy Gonzalez,ashley80@example.net,208-95-9616,557-601-5162,"6861 Adams Court, West Leahton, WV 08309",3400.63,agency,2002-02-14,Toys,Credit Card,"Johnstad, Texas",Will buy again,4,1.6,2,Samsung
Thomas Franklin,lopezcharles@example.net,364-30-5586,(537)250-8383,"69513 Jordan Ford, Lake Patricia, IL 70406",3111.68,personal,1980-10-10,Toys,PayPal,"Bryantborough, Iowa",Okay,5,4.8,5,Ikea
Kimberly Page DDS,michealmoore@example.org,059-37-7092,(316)318-9624x496,"727 Flynn Route Suite 511, Aliciafort, KY 32671",3364.86,morning,2009-11-30,Toys,Debit Card,"Lake Renee, South Carolina",Will buy again,9,4.6,5,LG
Christopher Lopez,patricia21@example.net,582-02-2933,240.959.5482,"65225 Sullivan Rapids, Guerraville, MT 10253",5554.75,however,2009-05-13,Home,Debit Card,"Lake Autumn, Rhode Island",Fast shipping,7,4.6,4,Adidas
Erika Jackson,xherrera@example.org,151-74-1815,337-434-4516,"9959 Ryan Turnpike, North Dustin, MN 22648",4390.13,value,1975-04-16,Clothing,Net Banking,"Timothybury, New Jersey",Great service!,6,4.3,1,Samsung
Samantha Cabrera,pbarry@example.net,590-54-1281,477-739-1513,"99102 Sanders Estates, Singhborough, MA 05433",1263.42,however,1976-07-02,Books,Debit Card,"East Edwardton, Texas",Okay,6,2.6,1,Sony
Jennifer Carlson,mcculloughphilip@example.com,710-19-5377,(226)933-5923x199,"285 Drake Loaf Apt. 061, North Dianeland, AL 18152",5991.47,list,2010-02-28,Electronics,Credit Card,"Lake Ashley, Maine",Great service!,10,1.5,1,Sony
Timothy Richards,zachary45@example.net,580-52-0163,+1-615-910-6458,"2271 Cassandra Parks, South Kristinhaven, VI 99840",5389.83,from,1976-08-15,Electronics,PayPal,"West Kenneth, Minnesota",Okay,4,2.8,1,Nike
Andrew Howell,jennajoseph@example.net,191-77-8388,(337)674-6849x71627,"1812 Porter Junctions Suite 583, East Reneeport, CT 09338",9845.17,case,1980-03-07,Clothing,Credit Card,"Christopherborough, West Virginia",Great service!,6,3.8,4,Nike
Louis Bates,nbarber@example.net,106-84-9637,841-671-1666,"942 Jeremy Gardens, North Brandi, CA 36362",4786.55,cell,1983-03-26,Grocery,Credit Card,"Collinsport, Massachusetts",Okay,8,3.8,5,Ikea
Evelyn Palmer,xmartin@example.com,715-94-6381,001-442-333-0536x3961,"782 Steven Parkways, East Taraborough, WI 02117",3542.64,way,2019-09-21,Furniture,Cash,"North Deannashire, Missouri",Okay,6,2.8,3,Samsung
Erica Vasquez,vrobbins@example.net,180-17-7015,+1-685-913-5367x6205,"USNS Morgan, FPO AA 64869",6299.16,goal,2007-04-08,Toys,Cash,"Claytonfort, Wyoming",Poor quality,5,2.9,2,Adidas
Christine Spencer,bsharp@example.com,532-16-9794,+1-260-306-4521x4498,"354 Dixon Lake Apt. 565, West Emilybury, AZ 83889",6210.98,past,2023-01-01,Home,Credit Card,"South Benjamintown, New Mexico",Will buy again,2,4.1,4,Sony
Robert Henderson,oanderson@example.org,068-96-9183,(827)388-7059,"05847 Fox Pike Apt. 686, Garyborough, PR 50159",5905.96,interesting,2017-07-11,Furniture,Credit Card,"West Thomasmouth, Minnesota",Will buy again,10,4.4,5,Samsung
Robert Nguyen,emiller@example.org,368-61-7119,001-484-214-8210x55843,"10840 John Station, Taylorside, PA 49118",7322.38,family,1988-02-05,Toys,PayPal,"Westburgh, Delaware",Fast shipping,6,1.4,1,Sony
Penny Rogers MD,davischristopher@example.org,889-01-7774,8639111803,"13100 Barnett Avenue, Lake Paulachester, MA 40382",7912.39,fine,2006-10-17,Grocery,Credit Card,"Nguyenborough, South Carolina",Not satisfied,2,4.4,4,Apple
Destiny Reyes,vwilliamson@example.org,795-05-7037,001-551-376-0745,"358 Justin Port Suite 585, Obrienton, FL 44235",2307.4,would,1974-06-05,Furniture,UPI,"New Krystalland, South Dakota",Okay,1,3.0,5,Sony
Angela Bender,gregorylopez@example.net,585-87-6717,(772)275-0090,"Unit 2843 Box 0873, DPO AA 62430",7516.46,follow,1977-08-02,Home,PayPal,"Smithville, West Virginia",Okay,1,4.4,5,Apple
Donald Clark,jessicaschmidt@example.org,314-32-0593,(944)545-4088,"083 Floyd Street, East Glen, MN 24728",1112.29,man,1976-03-11,Electronics,Cash,"Lake Katherine, Utah",Poor quality,2,1.7,3,Nike
Regina Crosby,upacheco@example.net,547-92-8707,496.687.8634,"0846 Jennifer Junctions Apt. 420, Melissaland, DC 59094",9722.66,respond,1992-03-09,Books,UPI,"Williammouth, Massachusetts",Will buy again,7,3.3,5,LG
Catherine Schultz,clewis@example.com,444-91-4104,566-388-4593x979,"563 Tyler Station, South Randyburgh, OH 54940",461.82,piece,2024-05-17,Home,Cash,"Duranland, New Mexico",Great service!,1,1.8,3,Apple
Brandon Rivera,harrisbrittany@example.org,640-01-2585,+1-281-231-5721x238,"166 Scott Branch, New Kayla, IN 70090",6319.85,oil,2008-08-24,Grocery,PayPal,"Jennifermouth, Rhode Island",Great service!,9,4.1,4,Ikea
Donald Blankenship,kbailey@example.org,471-04-2854,(952)416-3340x240,"298 Harris Squares Apt. 744, Derekberg, OR 65579",2734.99,thousand,2000-12-01,Grocery,Net Banking,"Staceytown, South Dakota",Will buy again,4,2.2,1,Sony
Mrs. Jo White,williamkidd@example.org,117-87-6269,755.929.0706x406,"USS Kelly, FPO AA 26286",4361.26,beyond,1982-08-04,Grocery,UPI,"Lake Olivia, Idaho",Fast shipping,6,1.0,2,Nike
Jean Fox DVM,aprilramsey@example.com,602-24-5613,5948626638,"813 Moore Summit, New Allison, AR 64333",5966.49,whose,1976-07-21,Toys,Net Banking,"Lake Bradleymouth, Mississippi",Not satisfied,4,4.7,4,LG
Susan Simmons,michelledecker@example.net,727-14-2897,619.949.0642,"6429 Laura Bridge, Curtisview, FL 34353",6710.51,audience,1989-10-08,Toys,Cash,"Benderville, Pennsylvania",Okay,7,1.1,4,Samsung
James Fisher,ununez@example.com,374-67-2896,(830)335-5252x2832,"4991 Jesse Glens, Timothyview, RI 65781",6029.24,affect,2012-11-01,Grocery,Credit Card,"Murrayburgh, Michigan",Not satisfied,10,3.4,2,Samsung
Patrick Arnold,simontammy@example.com,711-19-4933,852-686-2358,"9139 Kimberly Spring, Port Carrie, GU 38429",9588.13,above,2018-12-18,Clothing,Net Banking,"North Adrian, Wisconsin",Will buy again,8,1.4,5,Ikea
James Miller,grantmichael@example.org,296-87-8809,413.401.1818x1050,"54831 Kaitlyn Mountain Apt. 510, East Jacqueline, WI 88849",1314.89,response,1995-08-02,Electronics,PayPal,"West Pamelashire, Ohio",Will buy again,8,1.8,4,Samsung
Sarah Watts,edwardsmeagan@example.org,711-11-9332,(945)338-7344x7942,"Unit 3287 Box 4936, DPO AA 40193",6758.84,industry,1996-10-09,Clothing,PayPal,"Kingside, Indiana",Great service!,1,3.9,3,Ikea
John Goodwin,adamspeter@example.net,213-47-3077,888.321.2898,"9345 Zavala Hollow, Brandonport, IL 15461",8121.57,it,2021-10-21,Clothing,Credit Card,"North Marcus, Indiana",Fast shipping,6,2.6,2,LG
George Brown,newmanchris@example.org,760-31-8211,596-663-7109x30016,"PSC 1267, Box 0012, APO AE 92042",7953.46,feeling,1982-11-14,Grocery,Cash,"Serranoburgh, Alaska",Okay,10,4.1,4,Adidas
James Cochran,burchbeth@example.org,788-74-0200,+1-423-212-5450,"38673 Perez Spur, Hayesport, GU 62614",490.64,movement,1982-03-07,Electronics,Net Banking,"Shannonmouth, Rhode Island",Will buy again,7,3.1,1,LG
Jessica Vincent,lhenderson@example.org,167-65-5966,525.738.7231x80182,"94509 Shields Garden Apt. 706, Cruzstad, HI 72859",7707.51,manage,1985-02-07,Furniture,Credit Card,"East Johnchester, South Carolina",Not satisfied,1,3.0,3,Adidas
Leslie Richard,desiree01@example.com,382-01-8436,760-905-1800x4105,"166 Martinez Meadow, East Donaldfurt, PA 31593",78.69,thank,2002-11-16,Toys,Cash,"West Elizabeth, Nebraska",Poor quality,7,4.3,2,LG
Amy Martinez,bowens@example.org,803-90-1879,731.478.7016x995,"71441 Lauren Harbors Suite 724, Parkschester, ID 57857",169.25,mouth,1979-08-21,Electronics,Credit Card,"South Jessicaville, New York",Okay,5,1.4,5,Nike
Melissa Williams,ivalenzuela@example.net,207-64-4397,(781)417-4905x65433,"2107 Veronica Skyway, New Michaelstad, ME 51372",4010.99,protect,2011-10-14,Clothing,Cash,"Lake Eric, New Hampshire",Okay,5,3.9,4,Ikea
Cassandra Gonzalez,xwaters@example.net,336-43-2577,001-969-704-8720x0070,"PSC 9998, Box 6864, APO AA 78235",1960.5,bar,2003-04-29,Electronics,Net Banking,"Martinezport, Rhode Island",Okay,10,2.1,1,Nike
Samantha Terry,lori45@example.net,208-30-6298,224.517.9366x317,"949 Kimberly Forks, Port Edward, UT 70090",6771.47,control,2004-07-19,Toys,Cash,"Gonzalezland, New Mexico",Okay,1,4.8,5,Adidas
Jamie Roman,wallacetracy@example.net,142-50-5137,001-320-834-8515x268,"602 Andrew Locks Apt. 809, Brownmouth, CA 83755",4686.65,professional,1976-03-08,Furniture,UPI,"Melindatown, Oregon",Okay,9,2.0,4,LG
Richard Good,sarah52@example.com,166-71-4289,(919)542-5166,"178 Brittany Extensions, Stephenside, DC 74537",3796.67,ok,2013-03-08,Furniture,PayPal,"East Thomasborough, Ohio",Poor quality,9,2.4,3,Samsung
Rebecca Glenn,susanguzman@example.org,344-33-4747,545-421-1044x0302,"76032 Lisa Curve Suite 425, North Lisahaven, FM 66395",4781.39,standard,2013-01-19,Home,PayPal,"East Shaunberg, New Hampshire",Will buy again,8,3.9,5,Samsung
Roberto Villarreal,melindaolson@example.net,056-97-0496,642.268.5129x823,"67600 Black Canyon, South Stephanie, TN 62622",7888.73,get,1990-02-25,Furniture,Cash,"Andreaborough, Nevada",Not satisfied,9,5.0,1,Apple
Cory Irwin,vcunningham@example.com,721-78-7796,218.491.2842x25556,"5695 Eric Station, East Jennifer, FL 82291",326.3,once,2003-08-09,Clothing,Debit Card,"Port Kerri, Nevada",Great service!,8,1.1,1,Nike
Suzanne Orr,nortonmarvin@example.net,039-15-7544,(662)820-7182x4642,"46844 Garcia View Apt. 614, Lake Kristina, MD 77102",7339.25,notice,1974-11-11,Books,Debit Card,"Morenoburgh, Oregon",Poor quality,2,1.9,2,Apple
Daniel Harris,gloverkathryn@example.com,424-38-6183,001-660-220-3873x28263,"598 Sanchez Divide Suite 381, North Andreashire, AZ 78235",1889.39,activity,1975-11-12,Books,PayPal,"Jackiebury, Tennessee",Will buy again,2,3.0,5,Ikea
Carlos Waller,grace21@example.com,775-16-5393,586-422-3694x912,"USCGC Booker, FPO AA 23912",8057.38,art,2021-04-30,Grocery,Cash,"Jackville, Nevada",Will buy again,6,3.5,1,Ikea
Daniel Woods,timothymatthews@example.org,224-34-1888,722-806-5557,"04699 Bridget Curve Apt. 272, North Steven, WV 40790",1283.85,beat,1982-04-07,Furniture,PayPal,"North Marvinview, Illinois",Not satisfied,4,1.9,1,Nike
Eric Williams,shannon33@example.net,282-08-9739,734-515-1478x970,"1507 Miller Mill, North Russellville, ME 46228",4635.54,risk,1981-07-01,Books,Net Banking,"North Teresaville, New Mexico",Not satisfied,6,4.8,2,Samsung
Christine Burton,xwalton@example.net,472-35-7125,719.658.8783,"217 Ochoa Land, West Joshuabury, FM 70991",2280.81,likely,2012-08-18,Books,UPI,"Aaronfort, Connecticut",Great service!,3,1.0,1,Sony
